territorio,usuario,tweet,microtema,macrotema_codigo,macrotema
Argentina,USER_768d5275c1,Hoy si que no me duermo.,Planes personales,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_768d5275c1,Estos wachos no vienen maaa,Queja personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_bb524b08ad,Este tipo es literalmente lo peor de la sociedad y que tantos imbéciles lo sigan e idolatren es la triste prueba de lo descerebrada que es la gente hoy en día. Parecen putas marionetas. Marionetas retrasadas.,Crítica social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_bb524b08ad,gracias gloogle fotos por recordarme el día más triste de mi vida muy amable,Recuerdo triste,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_bb524b08ad,"mi viejo, casi 70 años, se clava de desayuno un vaso de coca con dos tostados, goza de una salud envidiable realmente",Anécdota familiar,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_bb524b08ad,"Espero que todo JxC piense así. Si no, serán 4 añitos más de kirchnerismo",Política,POL,"Política, instituciones y actualidad pública"
Argentina,USER_bb524b08ad,"Gente por favor, sepan que mañana si faltan boletas pueden (y deben) salir y decir ""faltan boletas"" así sin indicar de qué partido. No dejen que les quiten el derecho de votar a quien realmente quieren",Votación,POL,"Política, instituciones y actualidad pública"
Argentina,USER_bb524b08ad,lo que necesito un viaje es en carácter de urgencia,Deseo de viajar,MOV,"Movilidad, transporte y espacio urbano"
Argentina,USER_bb524b08ad,"Qué peso que tienen las palabras y que marcadas quedan, a veces más que un golpe. Somos lenguaje",Reflexión sobre el lenguaje,OTROS,Otros temas o contenido ambiguo
Argentina,USER_bb524b08ad,hermano posta que tengo un problema de adicción severa con el temita de productos para el pelo,Cuidado personal,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Argentina,USER_bb524b08ad,por que es tan fácil para otros y tan complicado para mi? la concha de la lora,Frustración personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_bb524b08ad,"que asco los tipos pajeros, nada que la baje más",Interacciones sociales,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_bb524b08ad,imaginate que voy a dejar que me chusmeen desde cuentas falsas...,Chismorreo online,MEDIOS,"Medios, redes sociales y comunicación digital"
Argentina,USER_bb524b08ad,el corazón no rima con la realidad.,Reflexión sobre la vida,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_bb524b08ad,necesito PLAYA,Deseo de viajar,MOV,"Movilidad, transporte y espacio urbano"
Argentina,USER_bb524b08ad,"que manera de lagrimear con ese segundo gol del amorrrrrr, que dúo más hermoso {{PERSON}} 🤍🇦🇷",Deportes,DEP,Deporte y competición
Argentina,USER_bb524b08ad,como soy escorpio soy muy buena 😇,Astrología,OTROS,Otros temas o contenido ambiguo
Argentina,USER_bb524b08ad,"{{PERSON}}, bolita de 4 patas {{URL}}",Mascotas,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_bb524b08ad,nivel de tristeza: llorando en el colectivo,Sentimiento de tristeza,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_bb524b08ad,{{PERSON}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_bb524b08ad,{{PERSON}} y su rápida forma de partirme el corazón en mil pedazos,Desamor,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_bb524b08ad,"sos muy rara hija dice mi mamá, no si a quién habré salido, a los más normalitos",Anécdota familiar,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_bb524b08ad,por {{PERSON}} santo la ansiedad que manejo estoy al borde del brote psicótico con delirio místico,Estrés extremo,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Argentina,USER_517664f8f3,es viernes y nadie quiere hacer nada,Ocio/fin de semana,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_517664f8f3,como cambian las personas cuando están con {{PERSON}},Observación social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_517664f8f3,me rompo la cabeza pensando y voy a terminar mal enserio,Preocupación personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_517664f8f3,siempre tiene que haber un chupa pija que no tiene otra idea que copiar y bueno {{PERSON}} me queda mejor jaja,Crítica a terceros,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_517664f8f3,{{USER_MENTION}} {{LOCATION}} cuuuuuuimmmmmpleeeee te quiero un poco,Felicitación de cumpleaños,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_517664f8f3,{{PERSON}} {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_517664f8f3,estos vienen a bahia y se caen de culo,Comentario sobre lugar,TERR,"Territorio, identidad local y comunidad"
Argentina,USER_517664f8f3,me exita ver a {{PERSON}} con esta camiseta,Atracción física,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_517664f8f3,una falta de amor tengo jaja,Humor personal,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_517664f8f3,tenía que subirla acá tambien {{URL}},Compartir contenido,MEDIOS,"Medios, redes sociales y comunicación digital"
Argentina,USER_517664f8f3,"Me rodeo de gente de mierda y terminó mal siempre, entender nunca no????",Queja social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_517664f8f3,que onda esa gente que te usa pa no quedarse solosss??,Crítica a terceros,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_517664f8f3,me vestí como el orto pero fue {{URL}},Comentario de vestimenta,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_517664f8f3,cuando quiero soy fanta 😝 {{URL}},Personalidad lúdica,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_517664f8f3,ahora es donde más entiendo que ser bueno es al pedo porque igual se van a cagar en vos.,Desilusión social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_517664f8f3,"tengo que volver a ser forro como antes,ser como son conmigo, si total ser bueno es {{PERSON}} porque te agarran de pelotudo.",Cambio de actitud,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_517664f8f3,unas ganas de tomar un vino,Deseo de beber,CONSUMO,"Consumo, tecnología y compras"
Argentina,USER_517664f8f3,que estoy haciendo con mi vida? alguien puede decirme porque ni yo entiendo xq hago estas cosas,Reflexión existencial,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_517664f8f3,"vales muchísimo, porque cuando te rompieron el corazón no buscaste vengarte,solo te quedaste ahí,tratando de entenderlo y superarlo.",Afirmación personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_517664f8f3,"antes de 9, ahora de volante no me va nada mal",Deportes,DEP,Deporte y competición
Argentina,USER_517664f8f3,"me canse de que me hagan cualquiera, ojalá algún día les caiga la ficha de lo que hacen xq despues vuelven como si nada hubiera pasado, cansa la gente de mierda que quiere llamar la atención nomas y dice boludeces.",Queja social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_517664f8f3,que quieren estos? {{PERSON}} no nos vieron a nosotros en modocaco {{USER_MENTION}} jajaj,Desafío/burla,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0ce2542aa4,"Que ramdon los #{{PERSON}}. no conozco nada de los que se lleva premios, jajaja solo a {{LOCATION}}",Premios y reconocimientos,OTROS,Otros temas o contenido ambiguo
Argentina,USER_0ce2542aa4,#nadiedicenada flor blanqueando a {{PERSON}} cuando ya cortaron es todo lo que va a contra mano la rosalia,Chismorreo de celebridades,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_0ce2542aa4,"Chicos, Perdón. Nos vamos a seguir haciendo los giles? {{PERSON}} la libre, la que no quiere poner etiqueta a su relación, de repente alta tóxica ajjaajajajaj #{{LOCATION}}",Relaciones personales,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0ce2542aa4,{{PERSON}} y {{PERSON}} no va más no? #nadiedicenada,Relaciones personales,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0ce2542aa4,No confío en alguien que tiene un {{PERSON}} enfrente y lo quiere guardar para después,Observación de comportamiento,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0ce2542aa4,{{PERSON}} bal Es lo más nefasto que hay. Ni entiendo com alguien se lo sigue cojiendo,Crítica personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_0ce2542aa4,No entiendo en que gasto la plata,Finanzas personales,ECO,"Economía, empleo y vivienda"
Argentina,USER_0ce2542aa4,Estoy muy contenta de cómo estoy terminando el año y {{LOCATION}} para el próximo. Lo que daría por que estés para festejar juntos!!!! Amor mío mi monito,Reflexión y afecto,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0ce2542aa4,Esto es real?😍😍😍,Expresión de sorpresa,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_0ce2542aa4,{{PERSON}} y sectas. Mi plato favorito,Intereses en misterio,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_0ce2542aa4,Úbicas lo que es no tener con quien hablar? {{PERSON}},Sentimientos de soledad,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0ce2542aa4,Nota mental dejar de decir que si a cosas que NO quiero hacer,Auto-reflexión,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_0ce2542aa4,Por que esta semana corta es tan larga?????,Queja sobre el tiempo,TERR,"Territorio, identidad local y comunidad"
Argentina,USER_0ce2542aa4,{{PERSON}} que onda ese nene que apareció y no decía su nombre y todo indica que se escapó? {{PERSON}} investigar esa  familia,Noticias y sucesos,OTROS,Otros temas o contenido ambiguo
Argentina,USER_0ce2542aa4,Mira la hs que es y mi papá pintando las maderas de mi terraza. {{PERSON}} donde estes lo veas y veas como cambio 🌟 lo disfruto por los dos,Vida familiar,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0ce2542aa4,Amor cielito {{URL}},Expresión de afecto,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0ce2542aa4,El que es cariñoso es el pibe con el que salgo hace un año que me confiesa que solo quiere a sus gatos,Anecdota de relación,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0ce2542aa4,La con,Expresión de frustración,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_0ce2542aa4,Mi primer meta en estos 27 es meta y ponga,Metas personales,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_0ce2542aa4,Donde estes ❤️… ojalá veas esto. Te amo. 🐵,Expresión de afecto,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0ce2542aa4,"Por qué no suben la voz entera a YouTube la puta madre, la veo todo por pedazos cualquier capítulo cualquier cantante",Queja sobre contenido multimedia,MEDIOS,"Medios, redes sociales y comunicación digital"
Argentina,USER_0ce2542aa4,"Se cayó un edificio en {{LOCATION}}, parece que se cayó acá, todos los testimonios argentinos en la calle jjajajaajaj",Noticias y humor,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_cddf372760,Qué era poder dormirse temprano? 🤦🏻‍♀️,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,Hola {{USER_MENTION}} 🐷,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,Compartí aula durante años con este asco de persona. Como él hay muchos lamentablemente,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,"Por un segundo sentí q mi vida ya no tenía sentido hasta q descubrí q hay un gusto de helado q se llama coco split, me quiero casar",Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,"El 161 vino rápido y encima vacío, para completar tiene aire y el colectivero es un bombón, cuando me preguntó hasta donde le dije hasta tu cama ahre",Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,Hace 17º y yo tengo el aire en 18 pq quiero y puedo 😌😝,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,"Lo único q pretendo de este año es estar rodeada de gente q me quiera bien, con el corazón, no a medias ni de la boca para afuera, lo demás es pura gilada😚👋🏼",Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,Vivir sola ——&gt; comer cualquier pelotudes o directamente ni comer por paja,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,{{LOCATION}} 10 km y como recompensa a tanto esfuerzo me clavé un panqueque con un licuado de anana😋🤷🏻‍♀️,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,"Me parece a mí o sexto año reavivó a más de una tontita, ahora todas {{PERSON}} y escabian, ridículas abstenerse q hace un par de meses atrás no salian ni a la esquina🤦🏻‍♀️🤦🏻‍♀️",Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,Esta lluvia me hace bien al alma🌧💜,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,{{PERSON}} me manda una foto de una birra con la playa de fondo y yo ak con 34grados transpirando mientras me rallo una zanahoria e intento abrir una lata de atún,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,"6 años de secundaria, no me llevé nunca nada🤓🤓 {{URL}}",Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,Me habló un re mega súper extra xxl tincho q si jugara al rugby les aseguro q sería el tincho supremo🙄🙃,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,{{PERSON}} 24/7 películas pelotudas de amor en donde la mina se está por casar con un tipo q no quiere y de la nada pasa algo re loco con otro se enamoran se da cuenta de q el otro es una garcha lo deja se casa y tienen {{NUMBER}} hijos {{NUMBER}} perros y {{NUMBER}} gatos y yo ak cagandome se calor,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,HACE 37 GRADOS Y NO VEO A NADIE QUEJÁNDOSE,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,"Acabo de tirar en una conversación re seria “caro pardiaco”, mucho tw milagros",Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,Toy buena? {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,"Hasta la q limpia me clava el visto, todo vuelve señora",Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,Al fin una buena 🙌🏼,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,Mi ig es todo mg a fotos de gatos y perros🤷🏻‍♀️,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_cddf372760,7 horas haciendo el puto libro diario y NO NOS DIO POR 10 CENTAVOS!!!¡¡¡,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_bec27694ca,Hoy veo por mi y no por vos,Autoafirmación,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_bec27694ca,Eso💘 {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_bec27694ca,No se que hacer 😪,Indecisión,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_bec27694ca,{{PERSON}} 😪 hoy me doy cuenta quienes dw verdad estan en las malas,Reflexión sobre amistades,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_bec27694ca,Un aplauso por esas personas que son oxígeno cuando la vida es asfixia 👏,Apreciación,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_bec27694ca,Esa persona que vio lo peor de ti y aun así se quedo merece el cielo ❤,Relaciones interpersonales,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_bec27694ca,Siempre pasa {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_bec27694ca,O no? {{USER_MENTION}} {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_bec27694ca,Yo se que tengo ser fuerte y no me tengo que mostrar débil ante nadie,Resiliencia personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_bec27694ca,Caer y levantarse de eso se trata 👌,Superación personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_bec27694ca,"No importa que tan fuerte seas, el día en que te enamores siempre serás débil",Reflexión sobre el amor,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_bec27694ca,Cada vez más enamorada me tiene 😍 {{USER_MENTION}},Romance,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_bec27694ca,{{LOCATION}}❤,Apego a un lugar,TERR,"Territorio, identidad local y comunidad"
Argentina,USER_bec27694ca,{{LOCATION}} pendeja {{USER_MENTION}} quiero mi pinché sombrerero 😂😂😂😘,Interacción lúdica,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_bec27694ca,"""{{USER_MENTION}}: {{URL}} {{USER_MENTION}}",Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_bec27694ca,"Desentierra de una vez tu confianza, pon lo que te importa y lo que no en una balanza",Consejo personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_bec27694ca,{{LOCATION}} es la que se inventa tus complejos y se aprovechar de ellos,Crítica de influencia negativa,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_bec27694ca,"No dejen que te corten las alas no se lo permitas, nadie mas que tu conoce lo que necesita 🎶🎶🎶",Empoderamiento personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_bec27694ca,Sigue buscando que quien busca encuentra 🎵,Motivación,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_bec27694ca,Me enamora mas y mas cada instante. 😍,Romance,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6f837e6536,"Como quisiera tenerte acá papi, para que disfrutes conmigo todo lo bueno que está pasando! Ojalá que estés orgulloso de mí por todo lo que he logrado a pesar de esta herida tan grande que llevo por dentro ❤️‍🩹🤞🏻",Homenaje a padre fallecido,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6f837e6536,"Después de tantas malas, una buena tenía llegar! Y llegó!!!!! VOY A SER TIAAAAA!!! Pedazo de abuelo hubieses sido {{PERSON}}, pero sé que desde donde estASme mandaste este regalo y estás compartiendo esta emoción y felicidad conmigo ❣️❣️❣️💓💓💖💖",Anuncio familiar feliz,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6f837e6536,"Y no olvides que sos valiente y lo estás haciendo bien, porque nada es más aterrador que luchar con tu propia mente todos los días. ❤️",Mensaje de apoyo y resiliencia,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6f837e6536,Daría lo que fuera por un {{PERSON}} más de asado con mi viejo😭,Nostalgia por padre,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6f837e6536,"Ay pa, que difícil se me están haciendo los días sin vos, te busco en cada rinconcito de la casa! Mándame fuerzas por favor, tengo el corazón hecho pedazos 💔",Duelo y ausencia familiar,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6f837e6536,"Que bronca que me cueste tanto hacer cosas que hacía siempre antes por la maldita ansiedad, el maldito pánico y los malditos nervios 😡",Frustración por limitaciones personales,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_6f837e6536,"Después de tanto esfuerzo,  llego mi tan esperada heladera 🥹🥹🥹🥹 una nueva herramienta de trabajo para mi empredimiento!!!!!! Me explota el corazón {{LOCATION}}",Logro material por emprendimiento,ECO,"Economía, empleo y vivienda"
Argentina,USER_6f837e6536,"No puedo estar más felizzzz, después de tanto esfuerzo me pude comprar la batidora profesional 😭😭❤️❤️ ahora siiii pídanme muchas tortitasssss 🥳",Adquisición para emprendimiento,ECO,"Economía, empleo y vivienda"
Argentina,USER_6f837e6536,"Y hay gente que no te cree, se burla, te juzga por lo que estás pasando sin saber que es algo que no hacemos a propósito, la ansiedad aparece cuando menos lo esperas",Incomprensión social de dificultades,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6f837e6536,"Estoy agotada pero más que feliz con mi emprendimiento, me exprimieron de desayunos 🤭🤭 agradecida totalmente de los que confían en mi trabajo!! Me llena el corazón 🥰🤍 Me capacito continuamente para seguir mejorando mis productos e incorporar más cositasss",Dedicación y éxito en emprendimiento,ECO,"Economía, empleo y vivienda"
Argentina,USER_6f837e6536,"Cada sábado se cumple una semana más que no estás, y recuerdo ese día como si hubiese sido ayer, ese maldito día que me marcó para siempre, inexplicable la falta que nos haces tío 🥺",Duelo por tío fallecido,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6f837e6536,"A pasitos de tortuga voy, pero con mucho esfuerzo voy obteniendo cada cosita que siempre soñé tener ❤️",Progreso personal gradual,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_6f837e6536,"Q ganas de comprarme mucha ropa y zapatillas, eso le hace bien a mi corazoncito 🥺",Deseo de compras,CONSUMO,"Consumo, tecnología y compras"
Argentina,USER_6f837e6536,"{{PERSON}} en el {{LOCATION}}, yendo no, llegandoooooo 😍😍🫶❤️‍🔥",Llegada a evento social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6f837e6536,"Me duele el alma, tu ausencia me está matando tío 😞",Duelo por familiar,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6f837e6536,Que dolorcito tan grande en el pecho 🥺💔,Malestar emocional,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Argentina,USER_6f837e6536,"Ya comencé a cursar el tercer año y ante último de mi carrera, no puedo estar más feliz ❤️‍🩹🍀",Progreso académico,EDU,Educación y formación
Argentina,USER_6f837e6536,"No organice nada hoy para mí cumpleaños porque trabajaba, pero llegué a mi casa y me estaba esperando mi gente con una cena sorpresa 🥺 gracias universo por rodearme de personas tan lindaas ✨❣️",Sorpresa de cumpleaños,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6f837e6536,♥️ {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_6f837e6536,"Que enfermedad de mierda el Alzheimer loco, solo pido para que me deje disfrutarla un tiempito más a mi abuela, por favor 🙏😭",Salud de familiar,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6f837e6536,"Por dioosss no puedo estar más felizzzz, que lindoooo poder lograr cosas despues de tanto esfuerzo 🥺🤍",Felicidad por logros personales,VIDA,"Rutinas, experiencias cotidianas y estados personales"
